Category,Content,Link,Source,Title
Sports,"Oscar Rusenga in Chiredzi

DESPITE leading Castle Lager Premier Soccer League newboys Bikita Minerals to a decent start to life in the top-flight, Saul Chaminuka may be on the verge of quitting the lithium miners.

Chaminuka has hinted that he is not a happy man at Bikita Minerals and has now been strongly linked with a cross over to Green Fuel, where the coaching job became vacant following the departure of Rodwell Dhlakama and his assistant Darlington Dodo.

Sources told Zimpapers Sports Hub that Chaminuka has also emerged among the front runners to replace Dhlakama at ambitious Green Fuel.

The sources indicated that a deal is expected to be thrashed out in time to allow Chaminuka to lead Green Fuel when they travel to Mandava for a date against former champions FC Platinum on Saturday.

Green Fuel chairman Fredson Moyo could not be reached for a comment, while Chaminuka declined to discuss the matter and referred all questions to the Chisumbanje outfit.

The experienced Chaminuka has lately won admiration for the brave manner in which he tried to save Black Rhinos from relegation.

Despite Bikita having a delayed start to the Premiership, Chaminuka has found a way to mould them into a competitive outfit.

Before settling for Bikita Minerals, Chaminuka who has also previously seen duty in Eswatini, received several offers at the beginning of this season, including a chance to return to relegated Triangle United, a team he coached more than 15 years ago in the ZIFA Eastern Region Division One.

He however, chose to remain in the Premiership where he has done well with Bikita Minerals winning three, secured as many draws and lost twice.

Bikita Minerals sit on eighth position on the 18-team log table with 12 points and six behind leaders Highlanders who have played a game more.

Although he was reluctant to discuss his immediate future, Chaminuka suggested he was being frustrated when he posted: “The most difficult thing is working for people who do not appreciate you but further sabotage your efforts,’’ on one of his social media platforms.",https://www.herald.co.zw/chaminuka-linked-to-green-fuel/,The Herald,Chaminuka linked to Green Fuel
Sports,"Blessing Malinganiza in Abu Dhabi, UAE

LADY Chevrons coach Walter Chawaguta was left heartbroken yesterday after his charges lost their final group game to the Netherlands and, for the second consecutive time, failed to qualify for the ICC T20 World Cup.

The Zimbabwe senior women’s cricket team failed to progress beyond the group stage of the qualifying tournament, unlike the last campaign two years ago when they fell at the last hurdle.

Chawaguta could not hide his disappointment after watching his charges fell to Netherlands by 14 runs in their final group match yesterday.

Having won one game out four group matches, the Lady Chevrons gaffer felt his charges performed below expectations.

“Obviously I’m very disappointed. We prepared well and thought we had all our resources put together nicely to do well and go on to the semi-finals and into the finals.

“Unfortunately, we played badly, fielded badly and our batting just wasn’t up to the point,” said Chawaguta.

The coach felt the team was caught wanting on all fronts at the World Cup qualifying tournament.

“We just didn’t handle certain scenarios with the bat or even more, so our catching was just poor.

“So, we gave the opposition more than we should have.

“They’re a whole lot of things that just didn’t come right. So, we have to go back home and go to the drawing board and see what we need to improve,” said Chawaguta.

After suffering a six-wicket defeat at the hands of Vanuatu, the Lady Chevrons re-ignited their hopes of qualifying with an eight-wicket victory against hosts UAE. But they blew up their qualifying chances with a 36-run defeat to Ireland earlier this week.

Zimbabwe went into yesterday’s match needing nothing short of victory against the Netherlands, but it was not to be as they suffered their fourth defeat of the tournament.

The defeat meant they were effectively eliminated from the tournament as they finished with only two points from the expected eight.

The Netherlands won the toss yesterday and elected to bat first. They posted a total of 135 runs for the loss of five wickets.  Zimbabwe, who have struggled with chasing, were again caught wanting after they were restricted to 121/4 in their allotted 20 overs.

The team is expected home today.",https://www.herald.co.zw/world-cup-heartbreak-for-lady-chevrons/,The Herald,World Cup heartbreak for Lady Chevrons
Sports,"Langton Nyakwenda

FOR a boy, who was raised in the crime prone high-density suburb of Mbare, Clive Mandivei’s decision to become a ministry worker back in 2016, was a unique one.

He began a fresh journey as a ministry worker within the Prophetic Healing and Deliverance Ministries (PHD).

Apart from being an usher at Walter Magaya’s church, he would also assist in the Parish’s canteen.

During the same period Khama Billiat was making waves across Africa.

The former Warriors talisman was named the second-best footballer in Africa in January 2016, after helping Mamelodi Sundowns to win the CAF Champions League.

His teammate and goalkeeper Dennis Onyango won the top gong.

While Billiat was rocking on the continent, for both club and country, Mandivei was an unknown entity in local football circles.

But, a lot of things changed when Magaya decided to form Yadah Stars, who were subsequently promoted into the Premier Soccer League back in 2018.

The club gave a lot of unheralded players, including Mandivei, an opportunity to try their luck at football.

A lot also changed for Billiat, who shifted from Sundowns to Kaizer Chiefs where he spent a forgettable five seasons, before leaving the Soweto giants in June last year.

Billiat returned home in February and is now playing alongside Mandivei, who also captains Yadah.

Yadah are currently on a purple patch and they stretched their unbeaten run to four matches when they beat Chicken Inn 2-1 at Heart Stadium on Saturday, thanks to a brace from the penalty spot by Billiat.

With two wins and two draws in their last four outings, Yadah have picked up eight points out of a possible 12.

Billiat has now scored three goals in his last two matches, and Mandivei thinks the former Ajax Cape Town star, will bang “many goals this season.”

“Being a captain is one of the greatest honor an athlete can get, and captaining one of the best players in Africa is more than an honour,” says Mandivei.

“To be frank, I don’t have enough words to describe the feeling. It has been privilege to train with a player of Billiat’s calibre.

“It’s something that happens once in a blue moon.”

While most of the attention has been on Billiat since his grand arrival at Yadah in February, the forward has remained humble.

His teammates are also benefiting a lot from the gifted player.

“Sometimes he will not say anything but his actions speak volumes.

“You can see Billiat is someone who is hungry for success, he is always positive in both his words and actions, no matter the situation.

“He is humble and hardworking. He believes that for him to be the best version of himself or anyone to be the best, it starts with the team as iron sharpens iron.

“He is not after personal glory but he puts the team first.”

Mandivei will make his 74th league appearance for Yadah when The Miracles Boys host Simba Bhora at Rufaro on Saturday.

“If the truth be told, we are not a bad side.

“I believe we a very good squad which is capable of challenging for honours. We have been creating chances and that is important,” added Mandivei.

After failing to win in their opening five matches of, Yadah have turned the tables and are on a four-match unbeaten run.

“In a game of football you win, draw or lose.

“The league campaign is like a war with battles every week. If you lose a battle, it doesn’t mean you have lost the war,’’ Mandivei said.",https://www.herald.co.zw/as-fate-would-have-it-a-former-cook-now-captains-billiat/,The Herald,"As fate would have it, a former cook now captains Billiat"
Sports,"Zimpapers Sports Hub

THE African Union Sports Council (AUSC) Region Five Games are set to include martial arts in next year’s edition, scheduled for Windhoek, Namibia from May 2-11.

In line with the new development, AUSC have also extended an invitation to members of the Region 5 Karate Confederation including the Zimbabwe National Karate Federation to send a team to the annual games.

This comes just two months after ZNKF also sent karatekas to the 13th African Games in Accra, Ghana in March.

But in extending an invitation to ZNKF, AUSC, through their chief executive Stanley Mutoya, also listed seven conditions which the local body and other associations would have to adhere to.

“We are pleased to announce that karate has been included in the official programme of the 11th Edition of the Region 5 Youth Games scheduled for Windhoek, Namibia from 2 to 11 May 2025,” read part of the letter from Mutoya.  AUSC also gave the federation until Friday to ensure they comply with the conditions they have listed.

The conditions include that:

The ZNKF would have to appoint a technical delegate, an official, who will be assigned and responsible for the event next year
The official, however, cannot hold the position of a confederation president or secretary-general and the union will have to provide the said person’s name and contact details
ZNKF will also have to notify the AUSC of the style for the competition and make public the proposed team size they intend to send to the event
This list must include the number of athletes, coaches and referees’’.

ZNKF are also expected to send the information by tomorrow and also confirm in writing their acceptance of the offer.  Soon after, the union is then expected to start working on a technical manual, which is expected to be handed in by May 31.

ZNKF president, who is also the regional karate boss  Joe Rugwete was naturally excited by karate’s latest inclusion in a continental competition.

“The acceptance of our application to participate in the mainstream AUSC Region 5 Games is a momentous occasion for karate in Southern Africa,’’ Rugwete said.

“It signifies the recognition of our sport on a regional platform and provides an invaluable opportunity for our athletes to showcase their skills and talent to a wider audience.

“This inclusion not only elevates the status of karate in the region but also opens up doors for greater exposure and growth of the sport.

“For our youthful athletes, this opportunity holds immense promise and inspiration. Being able to compete in a prestigious event like the AUSC Region 5 Games will not only enhance their competitive experience but also serve as a platform for them to learn, grow, and interact with athletes from various disciplines.’’

Rugwete said local young karatekas stand to benefit the most from Zimbabwe’s participation at the Region 5 Games.

“This exposure can be pivotal in their development as athletes and can instill in them a sense of pride and motivation to excel in their karate pursuits.

“As we move forward with our preparations for these Games, we are committed to supporting and nurturing our young athletes, providing them with the necessary guidance, training, and resources to help them succeed on this regional stage.

“We are confident that their participation in this event will not only be a memorable experience for them but will also contribute to the overall development and promotion of karate in our region.

“We are excited about the opportunities that lie ahead and look forward to making a positive impact at the Games,’’ he said.",https://www.herald.co.zw/karate-for-ausc-region-5-games/,The Herald,Karate for AUSC Region 5 Games
Sports,"Takudzwa Chitsiga Sports Reporter

UNITED States-based Zimbabwean football star Francis Motsi is making waves in collegiate football with his IOWA Lakes Community College in Spencer.

Motsi, who plays as a left or right wide midfielder, recently won the National Junior College Athletic Association (NJCAA) award as well as the National Championship with his side after he managed to break into the school’s first team.

The former Prince Edward and Zengeza High 1 student, who previously played for Prince Edward Academy, Academy 2063, Power Eleven Academy and World Athletes Recruit, said he is looking forward to do well again this year.

“I am happy that I am making good progress after I joined the college in 2022. The level of competition is high and I am working hard to see my career grow.

“My intention is to play football professionally and at some point represent my country.

“I am on a scholarship with great mentorship and sponsorship by a great person, a father of two girls who I am not sure would love to have his name on the papers, but he is the reason I met the financial needs to chase my dreams.

“I am also grateful Archibald Tafadzwa Chisango, my elder brother, a great man who sacrificed all he had to make sure I am properly facilitated,” said Motsi.

Motsi grew up in Chitungwiza’s Zengeza 4 and attended Prince Edward School and Zengeza 1 High School before he left for State IOWA, in the United States of America in 2022 under a scholarship to fulfil his academic and footballing dream.

Motsi, who is also known by the nickname “Franco”, is fast emerging as one of his team’s key players for IOWA Lakes Community College.

The midfielder went to the United States to further his commercial degree studies after his first degree from National University of Science and Technology.

He played an important part in NUST’s third place finish in the 2021 Zimbabwe University’s Sports Association (ZUSA) Games which were held in Harare, scoring two important goals.

The attacking midfielder, who is inspired by Cristiano Ronaldo, also spoke of how he balances schoolwork and football, stating that to him it is natural and it has no formula.

“No formula really, it’s just about doing what you need for what you want. The two might be confused so it’s better to do them both so when you finally get to know what you want and what you really need, you will have two already and what will be left is to place them in the right position,” added Motsi.",https://www.herald.co.zw/zim-star-makes-waves-in-us/,The Herald,Zim Star makes waves in US
Sports,"Tadious Manyepo Sports Reporter

DYNAMOS coach Genesis Mangombe says Sadney Urikhob is a magnificent striker who can step in and play a big part in answering some of the Harare giants’ goalscoring problems.

The big Namibian forward has come under the microscope after a slow start to life at the Glamour Boys which pales the hype he received upon joining the team early this year.

With DeMbare struggling to pick solid form especially in front of goal, pressure has been mounting, for Urikhob to deliver especially.

That his partners in attack, Alexander Mandinyenya and Emmanuel Paga are already off the mark with three goals between themselves has only served to add more pressure on Urikhob.

Dynamos have scored just seven goals in eight games with Paga, who has netted twice the team’s leading scorer.

Urikhob’s shortcomings have been made largely evident by the value brought by fellow newcomer Frederick Ansah-Botchway of Ghana, whose industry in midfield has already won him so many admirers.

But Mangombe, who himself has shaken off the pressure that had followed his team’s indifferent start, has come out in full support of his striker.

“Sadney Urikhob is an impressive prospect with extraordinary qualities.

“He just needs to get that opening goal and start going,” said Mangombe.

“You look at the amount of energy that he throws in, his off the ball runs and ability to be a team player.

“I think we just need to be a bit patient with him. He is coming into a new league at a team with so much expectations but he is making huge strides in terms of adaptation.

“I believe in his capabilities and if I look at him closely, I have no doubt that he will play a major role in helping the team achieve its goals.

“He is a great team player who is not only limited to scoring goals but can also string good passes in the attacking third while also playing huge roles defensively.

“I am confident that with what he has shown me, Urikhob can be a great deal in our ambitions this season.”

A number of Dynamos players haven’t yet arrived on the scene this term but it is Urikhob, who has received the larger part of the brickbats being thrown by doubters.

The forward will this Saturday get another opportunity to win over the DeMbare fans when his side face Chicken Inn in a league game at Barbourfields.

Urikhob and Dynamos will be looking to pocket the maximum points and improve their position on the log.

They currently sit in mid-table with eight points wedging them from pacesetters Highlanders, notwithstanding the possibility of them being awarded three points from their aborted match against Chegutu Pirates a fortnight ago.

They were leading 1-0 in that encounter when rogue elements decided to force a stop to the encounter but Dynamos know they cannot count on something, which is not in their control.

DeMbare will need to be at their best to get something against Chicken Inn who have had a promising start under returning coach Joey Antipas.  One of their most consistent performers and vice-captain Emmanuel Jalai is out of the tie as he will be serving suspension for picking three yellow cards.

They will also be without skipper Frank Makarati who has been grounded by a knee sprain.

“We will certainly miss captain Frank Makarati and his vice Emmanuel Jalai. They really play key roles with their leadership qualities inside the field of play,’’ said Mangombe.

“However, we have good players who will fit in and try to help the club while showing us what they can give.

“At the end of the day, we need to win the game against Chicken Inn. Chicken Inn is a very good team and we really need to arrive at the party,’’ added Mangombe.",https://www.herald.co.zw/mangombe-backs-his-namibian-man/,The Herald,Mangombe backs his Namibian man
Sports,"Takudzwa Chitsiga Sports Reporter

REIGNING National Association of School Heads (NASH) chess champion Matifadzaishe Mhungu is racing against time to get her lifetime opportunity of taking part in the Africa Youth Chess Championship (AYCC) scheduled for Ekurhuleni in Gauteng, South Africa, from June 15 to 23.

The 17-year-old Howard High School student won the ticket to represent the country when she won at the Cook More sponsored chess championship at Chipindura in Bindura early last month.

It will be the third time that Mhungu will be missing out on such an opportunity despite her talent in the sport.

“My first medal came in 2019 when I won the Under-12 categories before I won the 2022 NASH Under-15.

“The win in 2022 was supposed to see me travel to Namibia in 2022 but again because of financial challenges I failed. It was last year again that I won the Under-16 category at Cheziya and I was supposed to make the trip to Cairo, Egypt, but again I could not afford it.

“This year I am supposed to be taking part in the tournament in South Africa which has a ticket to qualify for the World Youth Championship set for Brazil later this year.

“I feel pain that my parents cannot afford to help me get a basic such as a passport as we come from a poor background and my talent is not getting to its full potential,” said Mhungu.

The athlete is hopeful that some corporates will come on board as she is racing against time to register with the Zimbabwe Chess Federation whose deadline for confirmation is May 5.

Mhungu’s mother, Easter, said they are not giving up hope as there are some organisations who have pledged to support them.

“I think the dates for the deadline are a challenge. We received the letter on April 24 and the registration will only close on May 5. We do not have much time since she does not have a passport and the trip is self-sponsored which will be difficult for us.

“My daughter is going as an additional player and she will foot all her travel and accommodation fares.

“We hope she will one day get the opportunity to travel with the team as she likes to represent her country,” said Easter.",https://www.herald.co.zw/chess-star-eyes-african-youth-champs/,The Herald,Chess star eyes African Youth Champs
Sports,"Madrid. — TWENTY-TWO time Grand Slam champion Rafa Nadal fell 7-5 6-4 to Czech Jiri Lehecka in the fourth round of the Madrid Open on Tuesday, marking his final appearance at a tournament he has won five times.

In just over two hours, a feisty Lehecka thwarted Nadal’s hopes of reaching his 100th Masters 1000 quarter-final after a fairytale run in only his second tournament since January as the Spaniard struggled with injury.  Nadal has said he expects to retire after the 2024 season.

“I’m happy. It was a very special week for me, very positive in every way.

“I was able to play again on a court that has given me a lot, also on an emotional level,” the 37-year-old Nadal said in an on-court interview in front of an emotional crowd.

“It has been unforgettable, and I can only say ‘thank you’. It has been an incredible journey. It’s very difficult, but life and my body have been sending signals to me for a long time.

“I have been fortunate to turn my passion into my job. I am privileged,” he said before organisers honoured him with a trophy and unfurled banners paying tribute to his five Madrid titles.

With the score level at 5-5 in the first set, 30th seed Lehecka broke serve and then held his own to take the lead.

Breaking again in the first game of the second set, the 22-year-old secured the win to reach the quarter-finals.

“It’s amazing. For me to share the court with such a legendary player is a dream come true. I always wished to have this happen. I’m very grateful to achieve such a big moment,” Lehecka said.

“All the best to Rafa. It’s kind of bittersweet to have such a nice win in front of all these people cheering for him. The energy was amazing, it was like I was in another universe. This was something I’ve never experienced before in my life on a tennis court.” — Reuters.",https://www.herald.co.zw/nadal-bids-farewell-to-madrid-after-defeat-by-lehecka/,The Herald,Nadal bids farewell to Madrid after defeat by Lehecka
Sports,"London. — Harry Kane has revealed Jude Bellingham said “you are going to go left of the keeper” as the Real Madrid midfielder tried to put off his England team-mate before the Bayern Munich forward took his penalty in the Champions League semi-final.

Bellingham could be seen mumbling something to Kane as the Bayern striker stepped up to take the spot-kick in the 57th minute of the first leg.

However, the England captain placed his penalty to the right of goalkeeper Andriy Lunin to give Bayern a 2-1 lead at Allianz Arena – although Vinicius Junior later also converted from the spot as the match ended all square.

Kane said he did not hear what Bellingham said on the pitch but that the 20-year-old told him after the match.

“In the moment, I didn’t know what he said but I spoke to him after and he said: ‘I know you are going to go left of the keeper’.

“On the pitch, I knew he was there but I didn’t know what he said. But I went left anyway.

“It was nice for me because I saw the keeper go a little bit early and I put it away.”

It was Kane’s 43rd goal in 43 games in all competitions this season and helps Bayern in their aim of finishing the season on a high, with the Champions League the only trophy they remain in contention for.

Kane left Tottenham last summer for an initial £86m in the hope of winning trophies with 11-time Bundesliga champions Bayern.  But Bayer Leverkusen have already halted that run while Thomas Tuchel’s side were knocked out of the German Cup in the second round by third-tier side Saarbrucken.

The first leg leaves the tie finely balanced for the return on Wednesday next week at the Bernabeu to decide who goes to the final on June 1 at Wembley. — BBC.",https://www.herald.co.zw/kane-reveals-bellinghams-mind-games-before-penalty/,The Herald,Kane reveals Bellingham’s mind games before penalty
Sports,"LIV Golf will stage its 2024 Individual Championship event in Chicago on September 13-15, the Saudi-backed series have announced.

The 54-hole tournament, the 13th event of the LIV Golf campaign, will be played at 7 104-yards Bolingbrook Golf Club.

In addition to deciding the final placings for the individual crown, the event will determine seedings for the LIV Team Championship.

“It will be an incredible setting for a high-stakes event as players battle it out for the individual title and a roster spot for 2025,” said LIV Golf commissioner Greg Norman.

Players who finish in the top 24 of the season standings will secure spots for the 2025 season while those with expiring contracts in the 25-48 positions will become free agents.

Those lower would be relegated out and forced into a promotion tournament to regain a LIV Golf berth in 2025.

There is already uncertainty around LIV Golf’s 2025 campaign with its Saudi financiers, the Saudi Public Investment Fund (PIF), in merger talks with the PGA Tour, negotiations that have stretched well beyond a deadline at the end of 2023.

Thus far, the upstart circuit that lured away several top PGA Tour players has awaited news following last June’s framework agreement merger plan between the PGA Tour and PIF, one that shocked PGA Tour players after months of feuding between the rival tours.

Chile’s Joaquin Niemann, with wins in Mexico and Jeddah this season, leads the LIV points race with world number five Jon Rahm of Spain, last year’s Masters champion, second and South African Dean Burmester third.  American Talor Gooch won last year’s LIV Golf season title.

LIV Golf’s seventh event of the season will be next weekend at Singapore.

It’s the circuit’s final tune-up before LIV’s Brooks Koepka from the United States seeks to defend his title at the PGA Championship on 16-19 May at Valhalla in Louisville, Kentucky.  —AFP.",https://www.herald.co.zw/liv-golf-books-individual-championship-for-september-in-chicago/,The Herald,LIV Golf books Individual Championship for September in Chicago
Sports,"London. — Bayer Leverkusen are gunning for revenge today when they travel to a second Europa League semifinal against Roma in as many years after yet another late escape kept their remarkable unbeaten run intact.

Xabi Alonso’s Leverkusen staff were filmed celebrating Roma’s passage past AC Milan in the last eight, and today’s first leg at the Stadio Olimpico is a chance to purge the memory of being ‘Mourinhoed’ in last season’s last four.

Already a formidable proposition last term, Leverkusen’s astonishing run of 46 matches without defeat and a first-ever Bundesliga title has them favourites to reach the final in Dublin.

And the team which broke Bayern Munich’s dominance of German football wants payback for the 1-0 aggregate loss which led to Roma’s agonising penalty shoot-out defeat to Sevilla in last season’s final.

“We have a desire for revenge, and a great hunger to win and get ourselves into the final,” said Leverkusen CEO Fernando Corro to Radio Marca.

“We want to get to the final at all costs.”

Leverkusen have scored 16 goals in stoppage time this season in all competitions, the latest coming in the 96th minute of last weekend’s 2-2 draw with Stuttgart.

And it’s been their habit for late strikes which has got them back to the Europa League semis, with former Roma man Patrik Schick scoring three times in added time over their 5-4 last-16 win against Qarabag and two more late goals helping them past West Ham in the quarterfinals.

Coach Alonso said his team’s ability to claw back results at the death was “hard to explain” after Robert Andrich snatched a point at Stuttgart but is hoping it holds out for the rest of the campaign.

“Our main objective was to become champions, but now we don’t want to stop,” added Alonso to Sky.

“The goal is clear. We want to stay undefeated until the end of the season.”— AFP.",https://www.herald.co.zw/leverkusen-looking-for-roma-revenge-in-europa-league-semifinal/,The Herald,Leverkusen looking for Roma revenge in Europa League semifinal
Sports,"Blessing Malinganiza in Abu Dhabi, UAE

With chances of qualifying for the 2024 ICC Women T20 World Cup no longer in their hands, Zimbabwe senior women’s cricket team coach Walter Chawaguta is hoping for a miracle to see his charges progress to the semi-finals.

The Lady Chevrons will play Netherlands today in a must-win match to keep their slim chances alive. A defeat would mean that they will miss qualification for the global event for the second consecutive time.

However, Chawaguta has chosen to remain hopeful although admitting that the team made the situation difficult for themselves after losing two games and winning one.

“It is always good to have hope.

“We have made things difficult for ourselves,” said Chawaguta.

Having lost to Vanuatu and Ireland and winning against hosts UAE, Chawaguta feels the tournament has not gone according to their plan.

“We have had some meetings and discussed what needed to be done. One of the things we spoke about is that we have to start well, whether it is with the bat or the ball, but this is not what has happened.

“We have not been good with either the bat or the ball in matches we have lost,” said Chawaguta.

Zimbabwe sits in fourth position in the five-team group. They have two points and an inferior run-rate to Netherlands and UAE, who have the same number of points.

With a scheduled match against Netherlands today, Chawaguta is hoping his charges will get a win and keep their slim chances alive.

“It now depends on other results but first and foremost we have to win our game against the Netherlands. There are quite a few ways this can go (progressing to the semi-finals) and we hope that things go our way.

“And like I said, first and foremost we have to beat the Netherlands as it is the only thing that will keep us in the hunt,” said Chawaguta.

Zimbabwe women’s bowler Loreen Tshuma revealed that the team will concentrate on their match against Netherlands.

“We just need to concentrate on what is controllable and what is controllable is that we play well tomorrow (today) and win our game. We will see what happens from there because there are still other teams that are yet to play. So, the main thing is to win the game,” said Tshuma.

Tshuma, one of the senior players in the Zimbabwe dressing room, has urged her teammates to keep trusting the process and stick to their plans ahead of the last group match.

“I think we need to go through our processes; we have a plan for the game, and I think if we stick to the plan and go through the process everything will come out right,” said Tshuma.

She reckoned that the match against Netherlands will not be an easy task.

“Netherlands are a good side, they play good cricket, and we have to be at our best,” she said.

Tshuma revealed the team was high in confidence despite suffering a defeat on Monday to Ireland which dented their chances of progressing to the last four.

“After the defeat, the morale was down but we came together as a team, and we agreed that we should not allow the result to affect us.

“Because we still have a game to go, we discussed the little things we need to do right and everyone is in the right space for today’s game,” she said.

The top two teams from each of the two groups will progress to semi-finals and the finalists automatically qualify for the ICC T20 World to be hosted by Bangladesh in   October.",https://www.herald.co.zw/lady-chevrons-pray-for-miracle/,The Herald,Lady Chevrons pray for miracle
Sports,"Zimpapers Sports Hub

Plumtree . . . . . . . . . . . . . . . . . . . . . . . . . (5) 15

Mutare Boys High . . . . . . . . . . . . . . . . (5) 5

MUTARE Boys High and Plumtree were yesterday the focal point of the Mwana Group International Schools Rugby festival and the two senior sides did not disappoint as they put on quite a spectacle, albeit in a low-scoring encounter at Prince Edward’s Jubilee field yesterday.

Their respective coaches, Casper Belt Bandi, and Francis Nakamu, were united in their gratitude for the return of the festival and felt their charges could have done better to make full use of the opportunity afforded to them.

For Nakamu, he was left to rue the absence of many of his regular starters and felt his Plumtree unit could have then won by a bigger margin.

“We will take the win, but I was not happy with my boys’ performance,” said Nakamu.

“We play very good rugby but today the guys seemed to be absent and we only got the win through some individual brilliance from one or two players. “We were supposed to have won by a bigger margin but, maybe, I am going to point that to the absence of some of my starters.

“The kids from Plumtree come from all over the country and some of the parents refused to release their children. The only good thing to come out of that was that it allowed some fringe players to showcase their talents.

“Now, we have a bigger base,” he said.

Maybe it was the perfectionist in Nakamu but Plumtree did have their bright moments and in a dominant show. Winger Lawrence Ndlovu was arguably one of the best players on the park and capped off his Player-of-the-Match performance with a brace of tries, either side of half-time, while Iblamu Dumbura put the icing on the cake when planting Plumtree’s third. Mutare found the going tough with Djimburu Manyuchi scoring his side’s only try in the first half.

However, the team seem to be a work in progress as Bandi tried to look on the bright side and chalk off the result as “a learning curve’’.

“Plumtree came out with the right mentality and deservedly won,” he said.

“It was a bad day in the office for us and now we go back to the drawing board to prepare for our next game against Milton.

Results:

Harare Girls High 0- 22 Domboramwari

Shield Academy Girls 15-10 Royal College

Lord Malvern 24- 0 Glen View 2

Allan Wilson 8- 5 Chipadze High Under-16

Kutama 31-12 Marist Brothers

Goromonzi 8-12 Milton Boys High

Nhowe Mission 36-14 Morgan High School",https://www.herald.co.zw/mbh-plumtree-take-centre-stage/,The Herald,"MBH, Plumtree take centre stage"
Sports,"Bruce Chikuni Sports Reporter

BULAWAYO Chiefs hitman, Never Rauzhi, is the go-to man when one needs a solid relationship with a broth-er-in-law.

Stallon Dinala, who is married to Rauzhi’s sister, inspired the Ninjas’ front man to become a professional footballer.

Rauzhi recorded the solitary goal, which floored Chegutu Pirates in a Castle Lager Premier Soccer League tie at Luveve on Sunday to take his tally to five goals this season.

The 23-year-old is now jointly leading the Golden Boot race with Lynoth Chikuhwa of Highlanders.

Strangely, Rauzhi is giving all the flowers to his brother-in-law for going out of his way to make him believe in what seemed a distant dream.

Dinala is a former footballer who once played for Harare  City’s developmental side in the ZIFA Northern Region Division One Soccer League.

He realised Rauzhi’s potential when he was just 16 and took him to a Division Two side, which is based in Kuwadzana, named Dutch.

That is when Rauzhi realised there was no turning back and he saw the need to make his brother-in-law proud.

“I want to thank my family and friends who have supported my vision from the beginning.

“But I want to thank my brother-in-law for playing a huge role in helping me to become a professional footballer.

“He is the one who took me to Dutch when I was just 16 and playing in Division Two at that age gave me every reason to trust the process,’’ said Rauzhi.

Rauzhi had endured two below-par campaigns before this season.

He made his Premiership breakthrough at Tenax three seasons ago before joining Triangle last year.

His goals were not enough to afford the Chiredzi side any chance to be part of the top-flight league proceedings this campaign.

But, they gave his coach, Thulani Sibanda, all the reasons to bring him on board when he returned to Bulawayo Chiefs.

Rauzhi also told Zimpapers Sports that he is surprised with how the tables have turned for the better in his career this campaign.

“I had offers from other clubs but I chose this team because of the trust which coach, Sibanda had shown me during our time at Triangle.

“I’m surprised with how things have turned out because if you ask me, I wasn’t expecting to be moving with this speed but God has made it possible.

“I have challenged myself to take responsibility for every result of our fixtures and maybe that’s why I’m having this pressure of wanting to score as many times as possible because the ultimate goal is to play for the Warriors,” he said.",https://www.herald.co.zw/rauzhi-owes-it-all-to-brother-in-law/,The Herald,Rauzhi owes it all to brother-in-law
